split,roc_auc,precision_1,recall_1,f1_1,business_cost_moyen,tn,fp,fn,tp
test,0.7789345860373137,0.18141592920353983,0.693655589123867,0.2876111737442064,0.4999756109458075,40998,15540,1521,3444
